wkt_geom,ChamberTyp,CoverLevel,InvertDept,NodeRefere,NodeType,SewerUsage,InfCovLev,_band___va,_band___pa
Point (438594 556622.5),MH,,,NZ38565603,CH,C,38640,,
Point (438593 556565),MH,,,NZ38565501,CH,C,38530,,
Point (438601.5 556732),MH,,,NZ38566704,CH,C,39760,,
Point (438596.4469999999855645 556743.59600000001955777),FC,,,NZ38565705,CH,C,39880,,
Point (438607 556467),MH,,,NZ38566406,CH,C,37840,,
Point (438606.5 556535),MH,,,NZ38566505,CH,C,38010,,
Point (438178 556419.5),MH,,,NZ38561403,CH,C,50100,,
Point (438082.5 556414),Null,,,NZ38560404,J,C,50360,,
Point (438078.32400000002235174 556422.76000000000931323),MH,,,NZ38560406,CH,S,50240,,
Point (438095 556419.75),Null,,,NZ38560403,LH,C,50700,,
Point (438075.481000000028871 556428.30700000002980232),MH,,,NZ38560405,CH,S,50290,,
Point (437926 556428),MH,,,NZ37569403,CH,C,51760,,
Point (438199.5 556430.5),Null,,,NZ38561402,LH,C,49640,,
Point (438231 556430),MH,,,NZ38562404,CH,C,48250,,
Point (437924.41800000000512227 556452.65000000002328306),Null,,,NZ37569404,J,C,50950,,
Point (438071.75 556436.5),MH,,2000,NZ38560402,CH,S,50160,,
Point (438497.5 556505.5),MH,,,NZ38564504,CH,C,40570,,
Point (438494 556535.5),MH,,,NZ38564530,CH,C,40420,,
Point (438525.5 556755.5),MH,,,NZ38565707,CH,C,41760,,
Point (438517 556770.5),MH,,,NZ38565708,CH,C,42310,,
Point (438527.5 556748),MH,,,NZ38565701,CH,C,41050,,
Point (438527 556503),MH,,,NZ38565505,CH,S,40500,,
Point (438538 556728.75),MH,,,NZ38565702,CH,C,40030,,
Point (438534 556503),MH,,,NZ38565506,CH,F,40440,,
Point (438556 556765),MH,,,NZ38565703,CH,C,41090,,
Point (438553 556510.5),MH,,,NZ38565504,CH,S,39830,,
Point (438565.5 556525.5),MH,,,NZ38565502,CH,C,39340,,
Point (438560 556686),MH,,,NZ38565601,CH,C,39400,,
Point (438583 556643),MH,,,NZ38565602,CH,C,38860,,
Point (438577.5 556773),MH,,,NZ38565704,CH,C,40880,,
Point (438589 556756),MH,,,NZ38565706,CH,C,40180,,
Point (438586.5 556530),MH,,,NZ38565503,CH,C,38670,,
Point (438439.5 556691),MH,,,NZ38564602,CH,C,41620,,
Point (438432 556705.5),MH,,,NZ38564701,CH,C,41770,,
Point (438447.5 556675),MH,,,NZ38564603,CH,C,41300,,
Point (438446.5 556489),MH,,,NZ38564402,CH,C,42500,,
Point (438452.5 556665),MH,,,NZ38564604,CH,C,41130,,
Point (438452.5 556553.5),MH,,,NZ38564501,CH,C,41780,,
Point (438467 556637.5),MH,,,NZ38564606,CH,C,40630,,
Point (438460 556651),MH,,,NZ38564605,CH,C,40810,,
Point (438473 556627),MH,,,NZ38564607,CH,C,40460,,
Point (438472.5 556498),MH,,,NZ38564405,CH,C,41490,,
Point (438476 556499.5),MH,,,NZ38564406,CH,C,41300,,
Point (438474 556492.5),MH,,,NZ38564408,CH,C,41530,,
Point (438482.5 556569.5),MH,,,NZ38564502,CH,C,40550,,
Point (438481 556611.5),MH,,2370,NZ38564608,CH,C,40140,,
Point (438493.5 556540),MH,,,NZ38564503,CH,C,40380,,
Point (438489 556596.5),MH,,,NZ38564505,CH,C,40120,,
Point (438317.5 556695.5),FC,,,NZ38563601,CH,C,45080,,
Point (438310.5 556707),MH,,,NZ38563706,CH,C,45260,,
Point (438337 556481),Null,,,NZ38563406,J,C,44140,,
Point (438319.5 556512),MH,,,NZ38563502,CH,C,44330,,
Point (438360 556733),MH,,,NZ38563705,CH,C,44200,,
Point (438359.5 556490),MH,,,NZ38563430,CH,C,44180,,
Point (438366 556721.25),MH,,,NZ38563702,CH,C,44230,,
Point (438363.5 556605),MH,,,NZ38563602,CH,C,44190,,
Point (438402 556768.5),MH,,,NZ38564707,CH,C,41420,,
Point (438395.5 556780.5),MH,,,NZ38563703,CH,C,41220,,
Point (438411 556629),MH,,,NZ38564601,CH,C,42070,,
Point (438408 556755.5),MH,,,NZ38564705,CH,C,41480,,
Point (438419.75 556730),MH,,,NZ38564703,CH,C,41750,,
Point (438412 556744),MH,,,NZ38564706,CH,C,41690,,
Point (438431.5 556482.5),MH,,,NZ38564401,CH,C,43290,,
Point (438427 556715.25),MH,,,NZ38564702,CH,C,41720,,
Point (437767 556597),MH,,,NZ37567507,CH,C,52510,,
Point (437847 556595.5),MH,,,NZ37568503,CH,C,49920,,
Point (437623.5 556612),MH,,2720,NZ37566605,CH,C,55930,,
Point (437750.5 556597.5),MH,,,NZ37567506,CH,C,53350,,
Point (437770 556652.5),MH,,,NZ37567602,CH,C,51920,,
Point (437673 556631),MH,,,NZ37566606,CH,C,55810,,
Point (437652 556667.5),MH,,3470,NZ37566602,CH,C,55840,,
Point (437602.5 556653),MH,,,NZ37566603,CH,C,55290,,
Point (438264.75 556670),MH,,,NZ38562602,CH,C,46810,,
Point (438261 556575.5),MH,,,NZ38562504,CH,C,45110,,
Point (438288 556766),MH,,,NZ38562702,CH,C,44000,,
Point (438265.5 556685),MH,,,NZ38562601,CH,C,46640,,
Point (438289 556503.5),Null,,,NZ38562505,ZZZ,C,44500,,
Point (438288.5 556752.5),MH,,,NZ38562703,CH,C,44830,,
Point (438307 556587),MH,,,NZ38563501,CH,C,45020,,
Point (438295.5 556505.75),MH,,,NZ38562503,CH,C,44100,,
Point (437800 556552),MH,,,NZ37568501,CH,C,52090,,
Point (437794.49900000001071021 556550.00100000004749745),Null,,,NZ37567509,CE,C,52310,,
Point (437650.5 556562),MH,,,NZ37566501,CH,C,55430,,
Point (437633 556557),MH,,,NZ37566505,CH,C,55330,,
Point (437690 556572.5),MH,,,NZ37566504,CH,C,55900,,
Point (437671 556567),MH,,,NZ37566503,CH,C,55530,,
Point (437705.25 556578),MH,,,NZ37567503,CH,C,55740,,
Point (437787 556576.5),MH,,,NZ37567501,CH,C,51780,,
Point (437723 556582.5),MH,,,NZ37567504,CH,C,55040,,
Point (437847 556580.5),Null,,,NZ37568507,J,C,50210,,
Point (437737.5 556587),MH,,,NZ37567505,CH,C,54200,,
Point (437568 556585.5),MH,,,NZ37565501,CH,C,55760,,
Point (437840 556592.5),MH,,,NZ37568505,CH,C,50040,,
Point (437808.5 556591),MH,,,NZ37568502,CH,C,50890,,
Point (437838.99300000001676381 556595.49899999995250255),Null,,,NZ37568508,CE,C,50010,,
Point (437753.25 556593.5),MH,,,NZ37567502,CH,C,53350,,
Point (437019.5 556676),MH,,,NZ37560603,CH,C,61850,,
Point (437018.5 556629),MH,,,NZ37560604,CH,C,63330,,
Point (437020.9409999999916181 556665.70499999995809048),Null,,,NZ37560612,J,C,61850,,
Point (437020.6840000000083819 556639.68099999998230487),Null,,,NZ37560613,J,C,63010,,
Point (437023 556651),MH,,,NZ37560607,CH,C,62420,,
Point (437022.12300000002142042 556707.47600000002421439),MH,,,NZ37560708,CH,C,61380,,
Point (437046.57099999999627471 556703.23600000003352761),MH,,,NZ37560707,CH,S,60700,,
Point (437033 556673),MH,,,NZ3756WC02,CH,W,61770,,
Point (437600.27899999998044223 556499.41000000003259629),Null,,,NZ37566408,J,C,54970,,
Point (437049 556615),MH,,,NZ37560605,CH,C,63240,,
Point (437699 556504),MH,,1700,NZ37566506,CH,C,54400,,
Point (437749.5 556502.25),MH,,,NZ37567508,CH,C,54300,,
Point (437591.5 556514.5),MH,,2400,NZ37565503,CH,C,55100,,
Point (437569.75 556507.5),MH,,,NZ37565504,CH,C,56010,,
Point (437693.5 556546),MH,,,NZ37566502,CH,C,55820,,
Point (437599.4340000000083819 556526.96999999997206032),Null,,980,NZ37565502,LH,C,54780,,
Point (436988 556698),MH,,1580,NZ36569628,CH,C,62800,,
Point (436986.99300000001676381 556693.787999999942258),Null,,,NZ3656AT01,ATC,C,62910,,
Point (436992 556645),MH,,1070,NZ36569623,CH,C,62900,,
Point (436989.67599999997764826 556704.14300000004004687),Null,,,NZ36569707,J,C,62680,,
Point (436992.3879999999771826 556604.65399999998044223),Null,,,NZ36569626,J,C,63970,,
Point (436992 556622),MH,,1430,NZ36569621,CH,C,63240,,
Point (436997.07600000000093132 556582.39000000001396984),MH,,1520,NZ36569519,CH,C,64820,,
Point (436995 556597),MH,,1740,NZ36569518,CH,C,64230,,
Point (437004.5 556698),MH,,,NZ37560601,CH,C,62290,,
Point (436998 556607),MH,,,NZ36569603,CH,C,63840,,
Point (437010 556641),MH,,1460,NZ37560610,CH,C,62680,,
Point (437007 556627.5),MH,,,NZ3756WC01,CH,W,63190,,
Point (437014 556665),MH,,,NZ37560611,CH,C,62040,,
Point (437011.0659999999916181 556700.48400000005494803),MH,,,NZ37560709,CH,C,61830,,
Point (437015.62199999997392297 556743.65899999998509884),MH,,,NZ37560704,CH,S,60790,,
Point (437014.73900000000139698 556747.8279999999795109),MH,,,NZ37560705,CH,F,60840,,
Point (436650 556693),MH,,,NZ36566641,CH,C,70340,,
Point (436632 556692),MH,,390,NZ36566638,CH,C,70900,,
Point (436673 556694),MH,,,NZ36566645,CH,C,69950,,
Point (436656 556693),MH,,440,NZ36566642,CH,C,70140,,
Point (436670 556694),MH,,,NZ36566644,CH,C,69950,,
Point (436664 556694),MH,,,NZ36566643,CH,C,70080,,
Point (436631 556724),MH,,1010,NZ36566721,CH,C,71040,,
Point (436626 556722),MH,,900,NZ36566722,CH,C,71100,,
Point (436648.61700000002747402 556729.40599999995902181),MH,,,NZ36566719,CH,C,70880,,
Point (436638 556726),MH,,,NZ36566720,CH,C,71000,,
Point (436628 556734),MH,,770,NZ36566723,CH,S,71370,,
Point (436659 556732),MH,,690,NZ36566718,CH,C,70780,,
Point (436670 556735),MH,,820,NZ36566716,CH,C,70620,,
Point (436665 556734),MH,,860,NZ36566717,CH,C,70660,,
Point (436642.69500000000698492 556738.94999999995343387),MH,,,NZ36566724,CH,C,71130,,
Point (436674 556737),MH,,900,NZ36566715,CH,C,70620,,
Point (436758.11300000001210719 556788.81700000003911555),Null,,,NZ36567742,J,C,68760,,
Point (436734.5 556781.5),MH,,,NZ36567701,CH,C,69500,,
Point (435975 556696),MH,,,NZ35569602,CH,C,64070,,
Point (436763.31699999998090789 556790.42900000000372529),Null,,,NZ36567743,J,C,68810,,
Point (436105 556714),MH,,,NZ36561702,CH,C,66170,,
Point (436035.75 556699.5),MH,,,NZ36560601,CH,C,66240,,
Point (436445 556737),MH,,960,NZ36564708,CH,C,71980,,
Point (435974.5 556722.75),MH,,,NZ35569701,CH,C,63620,,
Point (436060.5 556750),MH,,,NZ36560702,CH,C,65810,,
Point (436442 556746),MH,,790,NZ36564710,CH,C,71830,,
Point (436235 556755.5),MH,,,NZ36562701,CH,C,69150,,
Point (436437 556755),MH,,610,NZ36564711,CH,C,71950,,
Point (436434 556762),MH,,470,NZ36564712,CH,C,71870,,
Point (436147.5 556761.5),MH,,,NZ36561701,CH,C,65290,,
Point (436637 556692),MH,,470,NZ36566639,CH,C,70840,,
Point (436644 556692),MH,,370,NZ36566640,CH,C,70750,,
Point (436714 556751),MH,,920,NZ36567736,CH,C,69960,,
Point (436705 556749),MH,,940,NZ36567737,CH,C,69960,,
Point (436726 556755),MH,,1170,NZ36567733,CH,C,69340,,
Point (436720 556752),MH,,990,NZ36567734,CH,C,69560,,
Point (436731 556756),MH,,1200,NZ36567732,CH,C,69110,,
Point (436688 556755),MH,,,NZ36566711,CH,C,70580,,
Point (436750 556762),MH,,1060,NZ36567729,CH,C,68990,,
Point (436736 556759),MH,,1250,NZ36567731,CH,C,69000,,
Point (436684.98399999999674037 556764.75699999998323619),Null,,,NZ36566726,J,C,70830,,
Point (436717 556763),MH,,850,NZ36567735,CH,S,69790,,
Point (436759 556766),MH,,1300,NZ36567727,CH,C,68900,,
Point (436754 556765),MH,,1230,NZ36567728,CH,C,68940,,
Point (436735 556769),MH,,,NZ36567730,CH,C,69000,,
Point (436763 556768),MH,,1280,NZ36567726,CH,C,68860,,
Point (436767 556780),MH,,1730,NZ36567724,CH,C,68650,,
Point (436761 556779),MH,,,NZ36567725,CH,C,68750,,
Point (436447.21199999999953434 556784.981000000028871),Null,,,NZ36564730,J,C,72910,,
Point (436470 556780),MH,,650,NZ36564729,CH,C,73630,,
Point (436452.55400000000372529 556789.22900000005029142),MH,,920,NZ36564703,CH,C,73190,,
Point (436446.89699999999720603 556785.94900000002235174),Null,,,NZ36564731,J,C,73050,,
Point (436764 556728),MH,,1120,NZ36567711,CH,C,69980,,
Point (436730 556725),MH,,620,NZ36567707,CH,C,69100,,
Point (436748 556730),MH,,960,NZ36567710,CH,C,69000,,
Point (436730 556730),MH,,650,NZ36567709,CH,C,69110,,
Point (436681 556739),MH,,810,NZ36566714,CH,C,70450,,
Point (436766 556738),MH,,1010,NZ36567715,CH,C,69380,,
Point (436755 556741),MH,,870,NZ36567713,CH,C,69000,,
Point (436760 556740),MH,,,NZ36567714,CH,C,69000,,
Point (436748.28299999999580905 556741.67799999995622784),MH,,720,NZ36567712,CH,C,69000,,
Point (436687 556741),MH,,890,NZ36566713,CH,C,70400,,
Point (436702 556748),MH,,840,NZ36567738,CH,C,69960,,
Point (436691 556744),MH,,930,NZ36566712,CH,C,70200,,
Point (436546 556810),MH,,780,NZ36565817,CH,C,74460,,
Point (436534 556778),MH,,1040,NZ36565720,CH,C,74070,,
Point (436484.19799999997485429 556740.31799999997019768),MH,,950,NZ36564723,CH,C,73860,,
Point (436456 556739),MH,,1080,NZ36564707,CH,C,72510,,
Point (436462.96000000002095476 556744.35300000000279397),Null,,,NZ36564734,J,C,72800,,
Point (436463.71500000002561137 556742.44499999994877726),Null,,,NZ36564733,J,C,72800,,
Point (436502 556751),MH,,620,NZ36565726,CH,C,74420,,
Point (436468 556749),MH,,1150,NZ36564724,CH,C,73090,,
Point (436477.90200000000186265 556756.875),MH,,1170,NZ36564725,CH,C,73680,,
Point (436450 556753),MH,,690,NZ36564709,CH,S,72330,,
Point (436463 556765),MH,,740,NZ36564727,CH,S,72950,,
Point (436497 556762),MH,,850,NZ36564717,CH,C,74580,,
Point (436454 556767),MH,,,NZ36564701,CH,C,72650,,
Point (436475 556766),MH,,890,NZ36564726,CH,C,73740,,
Point (436472 556775),MH,,860,NZ36564728,CH,C,73530,,
Point (436492 556772),MH,,760,NZ36564716,CH,C,74560,,
Point (436507 556805),MH,,740,NZ36565821,CH,C,74780,,
Point (436618.65000000002328306 556758.23899999994318932),MH,,,NZ36566709,CH,C,72280,,
Point (436510.57000000000698492 556776.9220000000204891),MH,,,NZ36565737,CH,C,74360,,
Point (436509 556766),MH,,1120,NZ36565723,CH,C,74400,,
Point (436515 556746),MH,,,NZ36565725,CH,C,74080,,
Point (436512 556757),MH,,960,NZ36565724,CH,C,74240,,
Point (436517 556806),MH,,910,NZ36565820,CH,C,74700,,
Point (436515.9940000000060536 556778.28700000001117587),MH,,,NZ36565738,CH,C,74250,,
Point (436522.61700000002747402 556778.05400000000372529),MH,,,NZ36565740,CH,C,74150,,
Point (436520.65299999999115244 556780.01699999999254942),MH,,,NZ36565739,CH,C,74240,,
Point (436527 556762),MH,,950,NZ36565718,CH,C,73960,,
Point (436524 556770),MH,,830,NZ36565719,CH,C,74120,,
Point (436530 556785),MH,,760,NZ36565721,CH,C,74260,,
Point (436528 556808),MH,,960,NZ36565819,CH,C,74620,,
Point (436532.66999999998370185 556746.87800000002607703),MH,,1190,NZ36565732,CH,C,73770,,
Point (436531 556752),MH,,,NZ36565717,CH,C,73800,,
Point (436570 556775),MH,,,NZ36565705,CH,C,73720,,
Point (436569 556784),MH,,1050,NZ36565710,CH,C,73890,,
Point (436571.77899999998044223 556759.32700000004842877),MH,,,NZ36565708,CH,C,73180,,
Point (436571 556767.5),MH,,,NZ36565706,CH,C,73450,,
Point (436592 556755),MH,,,NZ36565703,CH,C,72870,,
Point (436583.22700000001350418 556757.29399999999441206),MH,,,NZ36565707,CH,C,73020,,
Point (436601 556768),MH,,860,NZ36566708,CH,C,72910,,
Point (436597 556786),MH,,1070,NZ36565709,CH,C,73570,,
Point (436607 556804),MH,,700,NZ36566808,CH,C,73690,,
Point (436607 556798),MH,,,NZ36566702,CH,C,73590,,
Point (436608 556789),MH,,1050,NZ36566704,CH,C,73330,,
Point (436607 556793),MH,,940,NZ36566703,CH,C,73460,,
Point (436609 556772),MH,,980,NZ36566707,CH,C,72920,,
Point (436608 556782),MH,,1050,NZ36566705,CH,C,73190,,
Point (436614.21399999997811392 556750.88800000003539026),MH,,1250,NZ36566710,CH,C,72270,,
Point (436612 556776),MH,,990,NZ36566706,CH,C,72940,,
Point (436967.08199999999487773 556826.18799999996554106),MH,,,NZ36569807,CH,S,58940,,
Point (436946.23900000000139698 556822.212000000057742),MH,,,NZ36569804,CH,S,60050,,
Point (436822 556852),MH,,800,NZ36568806,CH,C,66030,,
Point (436887.5 556831),MH,,1700,NZ36568802,CH,C,62930,,
Point (436819 556863),MH,,990,NZ36568807,CH,C,66180,,
Point (436820.47499999997671694 556857.35100000002421439),MH,,,NZ36568816,CH,C,65950,,
Point (436817 556867),MH,,1050,NZ36568808,CH,C,66140,,
Point (436807 556864),MH,,,NZ36568810,CH,C,66900,,
Point (436790 556875.5),MH,,,NZ36567801,CH,C,67890,,
Point (436816 556872),MH,,980,NZ36568809,CH,C,66110,,
Point (436802 556878),MH,,1540,NZ36568813,CH,C,67160,,
Point (436818 556877),MH,,1070,NZ36568811,CH,C,66080,,
Point (436809 556894),MH,,970,NZ36568814,CH,C,66700,,
Point (436812 556881),MH,,1150,NZ36568812,CH,C,66400,,
Point (436568 556793),MH,,800,NZ36565711,CH,C,74080,,
Point (436807 556899),MH,,1070,NZ36568815,CH,C,66520,,
Point (436776 556758),MH,,1340,NZ36567720,CH,C,68840,,
Point (436828 556755),MH,,610,NZ36568713,CH,C,67200,,
Point (436828.95799999998416752 556759.87199999997392297),MH,,730,NZ36568714,CH,C,67200,,
Point (436779 556759),MH,,1900,NZ36567721,CH,C,68840,,
Point (436830 556764),MH,,680,NZ36568715,CH,C,66610,,
Point (436801.48300000000745058 556761.67500000004656613),Null,,,NZ36568716,J,C,68490,,
Point (436774 556776),MH,,1150,NZ36567723,CH,C,68670,,
Point (436776 556773),MH,,1040,NZ36567722,CH,C,68680,,
Point (436892.75500000000465661 556800.91200000001117587),MH,,,NZ36568805,CH,F,63960,,
Point (436870.50900000002002344 556798.64099999994505197),MH,,,NZ36568701,CH,F,65420,,
Point (436805.5 556803.5),MH,,,NZ36568801,CH,C,67490,,
Point (436867.60700000001816079 556802.36800000001676381),MH,,,NZ36568803,CH,S,65450,,
Point (436919.39600000000791624 556809.78300000005401671),MH,,,NZ36569802,CH,F,62210,,
Point (436889.57400000002235174 556803.52599999995436519),MH,,,NZ36568804,CH,S,64260,,
Point (436949.67499999998835847 556819.31299999996554106),MH,,,NZ36569805,CH,F,60220,,
Point (436920.07000000000698492 556813.88300000003073364),MH,,,NZ36569803,CH,S,61740,,
Point (436109 556805),MH,,,NZ36561802,CH,C,64210,,
Point (436099.25099999998928979 556793.94400000001769513),Null,,,NZ36560703,J,C,64330,,
Point (436113.41399999998975545 556862.30599999998230487),MH,,,NZ36561809,CH,C,64140,,
Point (436110.70100000000093132 556859.40399999998044223),Null,,,NZ36561805,ZZZ,C,64260,,
Point (436122.08899999997811392 556872.69400000001769513),MH,,,NZ36561808,CH,C,64180,,
Point (436119.43800000002374873 556868.98800000001210719),MH,,,NZ36561807,CH,C,64160,,
Point (436133.99699999997392297 556887.86699999996926636),Null,,,NZ36561804,J,C,64140,,
Point (436130.25099999998928979 556880.82000000006519258),MH,,2320,NZ36561806,CH,C,64240,,
Point (436195.5 556814.5),MH,,,NZ36561803,CH,C,66610,,
Point (436158 556859.5),MH,,,NZ36561801,CH,C,64370,,
Point (436418 556809),MH,,770,NZ36564807,CH,C,72360,,
Point (436415 556820),MH,,870,NZ36564808,CH,C,73140,,
Point (436424 556791),MH,,620,NZ36564715,CH,C,71950,,
Point (436419 556801),MH,,750,NZ36564806,CH,C,72110,,
Point (436433 556837),MH,,730,NZ36564810,CH,C,74910,,
Point (436428 556780),MH,,650,NZ36564714,CH,C,71750,,
Point (436456 556887),MH,,570,NZ36564827,CH,C,75610,,
Point (436454 556858),MH,,700,NZ36564823,CH,C,75620,,
Point (436458 556860),MH,,760,NZ36564822,CH,C,75530,,
Point (436458 556869),MH,,620,NZ36564819,CH,S,75550,,
Point (436462 556898),MH,,1060,NZ36564826,CH,C,75570,,
Point (436461 556798),MH,,,NZ36564702,CH,C,73750,,
Point (436471.99200000002747402 556888.70499999995809048),MH,,,NZ36564833,CH,C,75510,,
Point (436467 556860),MH,,800,NZ36564821,CH,C,75340,,
Point (436472 556899),MH,,970,NZ36564829,CH,C,75640,,
Point (436472 556803),MH,,790,NZ36564805,CH,C,74170,,
Point (436006 556775),MH,,,NZ36560701,CH,C,65790,,
Point (436476 556871),MH,,1010,NZ36564818,CH,C,75350,,
Point (436062 556841),MH,,,NZ36560802,CH,C,63250,,
Point (436021.5 556809),MH,,,NZ36560803,CH,C,64860,,
Point (436095.64899999997578561 556804.95600000000558794),MH,,,NZ36560804,CH,C,64310,,
Point (436084.63900000002468005 556792.1909999999916181),Null,,,NZ36560704,ZZZ,C,65070,,
Point (436496 556815),MH,,,NZ36564804,CH,C,74840,,
Point (436493 556832),MH,,870,NZ36564815,CH,S,74860,,
Point (436501 556805),MH,,670,NZ36565822,CH,C,74820,,
Point (436498 556869),MH,,,NZ36564816,CH,C,75410,,
Point (436503.54899999999906868 556876.43700000003445894),MH,,1140,NZ36565827,CH,C,75570,,
Point (436501 556843),MH,,920,NZ36565823,CH,C,74990,,
Point (436505.01000000000931323 556847.5659999999916181),MH,,,NZ36565826,CH,C,75060,,
Point (436505 556834),MH,,970,NZ36565824,CH,S,74810,,
Point (436435.10700000001816079 556821.57299999997485429),MH,,,NZ36564832,CH,C,74280,,
Point (436434 556826),MH,,880,NZ36564809,CH,C,74380,,
Point (436440 556859),MH,,710,NZ36564824,CH,C,75840,,
Point (436438.25 556809),MH,,,NZ36564801,CH,C,73430,,
Point (436442 556839),MH,,600,NZ36564811,CH,C,75070,,
Point (436440.76699999999254942 556783.88300000003073364),MH,,880,NZ36564713,CH,C,72770,,
Point (436454 556839),MH,,,NZ36564812,CH,C,75070,,
Point (436449 556897),MH,,780,NZ36564825,CH,C,75840,,
Point (436519.61599999997997656 556885.02399999997578561),MH,,,NZ36565801,CH,C,75700,,
Point (436506.26699999999254942 556883.43000000005122274),Null,,,NZ36565830,J,C,75650,,
Point (436576.39899999997578561 556890.65399999998044223),MH,,,NZ36565802,CH,C,74330,,
Point (436598 556888),MH,,820,NZ36565808,CH,C,74200,,
Point (436597 556899),MH,,940,NZ36565806,CH,C,74220,,
Point (436598 556895),MH,,910,NZ36565807,CH,C,74220,,
Point (436479 556803),MH,,710,NZ36564803,CH,C,74310,,
Point (436476 556861),MH,,,NZ36564820,CH,C,75220,,
Point (436481.85700000001816079 556886.5659999999916181),MH,,1130,NZ36564828,CH,C,75570,,
Point (436480.61800000001676381 556880.00899999996181577),MH,,,NZ36564802,CH,C,75510,,
Point (436489 556899),MH,,900,NZ36564830,CH,C,75730,,
Point (436484 556841),MH,,750,NZ36564813,CH,C,75000,,
Point (436491 556862),MH,,920,NZ36564817,CH,C,75320,,
Point (436489.78399999998509884 556889.88899999996647239),MH,,1120,NZ36564831,CH,C,75600,,
Point (436492 556843),MH,,850,NZ36564814,CH,C,75020,,
Point (436491.02500000002328306 556881.56499999994412065),Null,,,NZ36564834,J,C,75570,,
Point (436582.08699999999953434 556835.83799999998882413),Null,,,NZ36565833,J,C,74200,,
Point (436592.55400000000372529 556833.53399999998509884),MH,,1270,NZ36565814,CH,C,74160,,
Point (436512.69199999998090789 556840.88899999996647239),MH,,1130,NZ36565825,CH,C,74970,,
Point (436517.0590000000083819 556836.49499999999534339),MH,,,NZ36565831,CH,C,74870,,
