wkt_geom,UpDepth,DownDepth,DownNode,UpNode,FlowType,Height,Width,Material,ReviewAge,ReviewDiam,ReviewDept,YearLaidBa,SewerUsage,InfCovLev,ID
"MultiLineString ((435430.5 557739.5, 435411 557715))",,,NZ35574703,NZ35574704,GRV,150,,Z,1955,150,1.8,Z,C,,STE-S008087
"MultiLineString ((435431.5 557868.5, 435402 557819))",1670,1100,NZ35574801,NZ35574802,GRV,150,,VC,1945,150,1.1,Z,C,,STE-S025606
"MultiLineString ((435415.26199999998789281 557925.10400000005029142, 435447.49900000001071021 557962.50800000003073364))",1760,1860,NZ35574902,NZ35574903,GRV,300,,VC,1935,300,1.9,Z,C,,STE-S008311
"MultiLineString ((435456.5 557791, 435414.5 557776))",,,NZ35574705,NZ35574707,GRV,225,,Z,1955,225,2,Z,C,,STE-S025604
"MultiLineString ((435236.88900000002468005 557536.40000000002328306, 435241.55099999997764826 557529.15000000002328306))",,4560,NZ35572507,NZ35572509,GRV,375,,Z,1955,375,3.6,Z,O,,STE-S318085
"MultiLineString ((435241.55099999997764826 557529.15000000002328306, 435234.80700000002980232 557521.61899999994784594))",,,NZ35572505,NZ35572507,GRV,375,,Z,1955,375,3.6,Z,O,,STE-S318086
"MultiLineString ((435256.87400000001071021 557571.7900000000372529, 435226.47999999998137355 557537.4409999999916181))",,,NZ35572510,NZ35572512,GRV,225,,VC,1955,225,1.8,Z,C,,STE-S318082
"MultiLineString ((435236.88900000002468005 557536.40000000002328306, 435261.55099999997764826 557566.10999999998603016))",,4560,NZ35572511,NZ35572509,GRV,,,Z,1955,375,4.6,Z,C,,STE-S318089
"MultiLineString ((435332 557790, 435281 557715))",3850,2210,NZ35572703,NZ35573701,GRV,150,,VC,1955,150,3,Z,C,,STE-S025586
"MultiLineString ((435279 557858.25, 435298 557887.5))",,,NZ35572804,NZ35572801,GRV,150,,Z,1955,150,1.8,Z,C,,STE-S008071
"MultiLineString ((435289.25 557813.5, 435316.5 557798.25))",,,NZ35573702,NZ35572803,GRV,150,,Z,1955,150,2,Z,C,,STE-S025597
"MultiLineString ((435318.5 557856.5, 435289.25 557813.5))",,,NZ35572803,NZ35573804,GRV,150,,Z,1955,150,1.8,Z,C,,STE-S025587
"MultiLineString ((435316.5 557798.25, 435332 557790))",1990,,NZ35573701,NZ35573702,GRV,150,,Z,1955,150,2,Z,C,,STE-S008080
"MultiLineString ((435298 557887.5, 435326 557870.5))",,,NZ35573803,NZ35572804,GRV,300,,Z,1955,300,2,Z,C,,STE-S008084
"MultiLineString ((435346.74499999999534339 557814.96600000001490116, 435332 557790))",2000,1300,NZ35573701,NZ35573811,GRV,150,,Z,1955,150,1.3,Z,C,,STE-S1309105
"MultiLineString ((435326 557870.5, 435340.5 557890))",2100,1720,NZ35573801,NZ35573803,GRV,300,,Z,1955,300,1.7,Z,C,,STE-S025599
"MultiLineString ((435340.5 557890, 435385.25 557891))",1860,2100,NZ35573802,NZ35573801,GRV,300,,VC,1955,300,2,Z,C,,STE-S008083
"MultiLineString ((435374 557767.5, 435338.5 557702.5))",,2000,NZ35573705,NZ35573703,GRV,225,,Z,1945,225,2,Z,C,,STE-S008082
"MultiLineString ((435354 557827.25, 435346.74499999999534339 557814.96600000001490116))",2000,1300,NZ35573811,NZ35573806,GRV,150,,Z,1955,150,1.3,Z,C,,STE-S025596
"MultiLineString ((435348.28899999998975545 557814.03399999998509884, 435346.74499999999534339 557814.96600000001490116))",,,NZ35573811,NZ35573810,GRV,100,,VC,,,,Z,C,,STE-S1309106
"MultiLineString ((435350.25799999997252598 557815.02899999998044223, 435348.28899999998975545 557814.03399999998509884))",,,NZ35573810,NZ3557P006,GRV,,,Z,,,,Z,S,,STE-S1309109
"MultiLineString ((435350.02700000000186265 557814.34600000001955777, 435348.28899999998975545 557814.03399999998509884))",,,NZ35573810,NZ3557P007,GRV,,,Z,,,,Z,F,,STE-S1309110
"MultiLineString ((435356.83000000001629815 557810.67900000000372529, 435357.90500000002793968 557808.64300000004004687))",500,,NZ35573809,NZ3557P008,GRV,,,Z,,,,Z,F,,STE-S1309111
"MultiLineString ((435357.90500000002793968 557808.64300000004004687, 435348.28899999998975545 557814.03399999998509884))",,,NZ35573810,NZ35573809,GRV,100,,VC,,,,Z,C,,STE-S1309104
"MultiLineString ((432904.14899999997578561 558035.13399999996181577, 432903.5719999999855645 558033.65599999995902181, 432864.48900000000139698 558001.97600000002421439, 432864.46500000002561137 558001.97600000002421439, 432862.96600000001490116 558002.01599999994505197))",,,NZ32588001,NZ32589002,GRV,225,,Z,1955,225,2.7,Z,F,,STE-S010558
"MultiLineString ((432853.44199999998090789 558326.00300000002607703, 432878.76699999999254942 558264.76100000005681068))",,2300,NZ3258HD04,NZ3258HD01,GRV,375,,Z,,,,Z,S,,STE-S028031
"MultiLineString ((432874.5 557693, 432874.6190000000060536 557691.51699999999254942, 432929.16700000001583248 557574.97299999999813735, 432930.20500000001629815 557573.89199999999254942))",,,NZ32579501,NZ32578601,GRV,1450,,CO,1955,1200,7.4,Z,S,,STE-S027933
"MultiLineString ((432904.14899999997578561 558035.13399999996181577, 432902.75400000001536682 558034.85400000005029142, 432863.53600000002188608 558003.393999999971129, 432862.96600000001490116 558002.01599999994505197))",,,NZ32588001,NZ32589002,GRV,900,,CO,1955,225,6.2,Z,S,,STE-S028030
"MultiLineString ((432878.76699999999254942 558264.76100000005681068, 432901.27500000002328306 558212.95600000000558794))",,2680,NZ3258HD06,NZ3258HD04,GRV,450,,Z,,,,Z,S,,STE-S028035
"MultiLineString ((432874.5 557693, 432875.53399999998509884 557691.92099999997299165, 432930.08100000000558794 557575.37699999997857958, 432930.20500000001629815 557573.89199999999254942))",,,NZ32579501,NZ32578601,GRV,375,,PVC,1985,375,2.9,Z,F,,STE-S010460
"MultiLineString ((432932.83799999998882413 558080.01699999999254942, 432931.88199999998323619 558078.52399999997578561, 432904.16100000002188608 558036.58200000005308539, 432904.14899999997578561 558035.13399999996181577))",6800,6120,NZ32589002,NZ32589001,GRV,900,,CO,1955,900,6.1,Z,S,,STE-S010560
"MultiLineString ((432901.27500000002328306 558212.95600000000558794, 432921.97700000001350418 558160.99800000002142042))",,2730,NZ3258HD03,NZ3258HD06,GRV,,,Z,,,,Z,S,,STE-S010562
"MultiLineString ((432925.45000000001164153 558113.51100000005681068, 432920.4469999999855645 558091.50800000003073364))",,,NZ3258HD02,NZ3258HD05,GRV,,,Z,,,,Z,S,,STE-S010561
"MultiLineString ((432937.16000000003259629 558076.00399999995715916, 432936.19000000000232831 558074.84299999999348074, 432905.65600000001722947 558035.43299999996088445, 432905.5719999999855645 558035.41700000001583248, 432904.14899999997578561 558035.13399999996181577))",3070,4550,NZ32589002,NZ32589003,GRV,225,,VC,1955,225,5.3,Z,F,,STE-S028032
"MultiLineString ((432921.97700000001350418 558160.99800000002142042, 432925.45000000001164153 558113.51100000005681068))",,2750,NZ3258HD05,NZ3258HD03,GRV,525,,Z,,,,Z,S,,STE-S028034
"MultiLineString ((432920.4469999999855645 558091.50800000003073364, 432931.24900000001071021 558081.51399999996647239, 432932.83799999998882413 558080.01699999999254942))",6090,3000,NZ32589001,NZ3258HD02,GRV,,,Z,,,,Z,S,,STE-S010559
"MultiLineString ((435298.5 557979.5, 435243 557969.75))",,1770,NZ35572905,NZ35572906,GRV,225,,Z,1985,225,1.5,Z,S,,STE-S008073
"MultiLineString ((432932.83799999998882413 558080.01699999999254942, 432934.47499999997671694 558078.51699999999254942, 432937.16000000003259629 558076.00399999995715916))",4520,,NZ32589003,NZ32589001,GRV,225,,Z,1955,225,6.3,Z,S,,STE-S028033
"MultiLineString ((435323 558037, 435278.5 558025.5))",,1580,NZ35582002,NZ35583007,GRV,150,,Z,1985,150,1.8,Z,F,,STE-S025488
"MultiLineString ((435288 558005.5, 435278.5 558025.5))",,1890,NZ35582002,NZ35582001,GRV,150,,Z,1985,150,1.9,Z,F,,STE-S007974
"MultiLineString ((432752.45000000001164153 557434.78300000005401671, 432818.47200000000884756 557375.49300000001676381))",,,NZ32578302,NZ32577401,GRV,600,,CO,,,,2010-2019,S,,STE-S1379180
"MultiLineString ((433282.5 557838, 433216 557766))",1200,1210,NZ3357HD03,NZ3357HD09,GRV,225,,Z,,,,Z,S,,STE-S028029
"MultiLineString ((432895.98900000000139698 557311.37199999997392297, 432906.2559999999939464 557330.18200000002980232))",,,NZ32579304,NZ32578301,GRV,300,,Z,,,,2010-2019,S,,STE-S1379182
"MultiLineString ((432818.47200000000884756 557375.49300000001676381, 432895.98900000000139698 557311.37199999997392297))",,,NZ32578301,NZ32578302,GRV,600,,CO,,,,2010-2019,S,,STE-S1379181
"MultiLineString ((432739.43199999997159466 558039.16399999998975545, 432772.88000000000465661 557964.01500000001396984))",,,NZ32577901,NZ3258WC01,GRV,,,Z,,,,Z,W,,STE-S1329376
"MultiLineString ((432906.2559999999939464 557330.18200000002980232, 432915.80099999997764826 557330.20600000000558794))",,,NZ32579303,NZ32579304,GRV,300,,Z,,,,2010-2019,S,,STE-S1379183
"MultiLineString ((432772.88000000000465661 557964.01500000001396984, 432773.19799999997485429 557962.57400000002235174, 432770.856000000028871 557941.86800000001676381, 432770.24499999999534339 557940.48800000001210719))",,,NZ32577902,NZ32577901,GRV,375,,PVC,1985,450,2.9,Z,F,,STE-S010457
"MultiLineString ((432772.88000000000465661 557964.01500000001396984, 432772.23200000001816079 557962.68299999996088445, 432769.92999999999301508 557941.84199999994598329, 432770.24499999999534339 557940.48800000001210719))",,,NZ32577902,NZ32577901,GRV,1200,,CO,1945,375,7.6,Z,S,,STE-S027930
"MultiLineString ((432770.24499999999534339 557940.48800000001210719, 432771.12699999997857958 557939.60900000005494803, 432820.62699999997857958 557814.53300000005401671, 432820.67700000002514571 557813.03700000001117587))",,,NZ32578801,NZ32577902,GRV,375,,PVC,1945,375,2.9,Z,F,,STE-S010459
"MultiLineString ((432770.24499999999534339 557940.48800000001210719, 432770.268999999971129 557939.08200000005308539, 432819.69400000001769513 557814.17000000004190952, 432820.67700000002514571 557813.03700000001117587))",,,NZ32578801,NZ32577902,GRV,1450,,CO,1985,300,8.2,Z,S,,STE-S027932
"MultiLineString ((432778.58299999998416752 557964.62300000002142042, 432773.87699999997857958 557963.51599999994505197, 432772.88000000000465661 557964.01500000001396984))",,,NZ32577901,NZ3257P001,GRV,,,Z,,,,Z,F,,STE-S1329379
"MultiLineString ((432772.72200000000884756 557982.0969999999506399, 432778.58299999998416752 557964.62300000002142042))",,,NZ3257P001,NZ3257P002,GRV,,,Z,,,,Z,F,,STE-S1329377
"MultiLineString ((432862.96600000001490116 558002.01599999994505197, 432862.34000000002561137 558000.67099999997299165, 432774.33899999997811392 557964.08999999996740371, 432772.88000000000465661 557964.01500000001396984))",7250,6300,NZ32577901,NZ32588001,GRV,225,,VC,1945,225,6.7,Z,F,,STE-S027936
"MultiLineString ((432862.96600000001490116 558002.01599999994505197, 432861.47299999999813735 558002, 432861.35399999999208376 558001.99899999995250255, 432773.81699999998090789 557965.17500000004656613, 432772.88000000000465661 557964.01500000001396984))",,,NZ32577901,NZ32588001,GRV,975,,CO,1945,375,2.7,Z,S,,STE-S010455
"MultiLineString ((432820.67700000002514571 557813.03700000001117587, 432821.71199999999953434 557811.94999999995343387, 432874.38000000000465661 557694.48600000003352761, 432874.5 557693))",,,NZ32578601,NZ32578801,GRV,375,,PVC,1955,375,2.9,Z,F,,STE-S010458
"MultiLineString ((432820.67700000002514571 557813.03700000001117587, 432820.79399999999441206 557811.55200000002514571, 432873.46399999997811392 557694.08299999998416752, 432874.5 557693))",,,NZ32578601,NZ32578801,GRV,375,,Z,1955,300,8.7,Z,S,,STE-S027931
"MultiLineString ((433023.55800000001909211 557460.38399999996181577, 433023.58600000001024455 557458.89899999997578561, 432984.75699999998323619 557389.143999999971129, 432984.02500000002328306 557387.82900000002700835))",5000,4850,NZ32579301,NZ33570401,GRV,375,,VC,1965,1200,6.1,Z,F,,STE-S029128
"MultiLineString ((433039.03800000000046566 557364.65000000002328306, 433054.84799999999813735 557333.84499999997206032))",,,NZ33570302,NZ33570304,GRV,150,,Z,,,,2000-2009,F,,STE-S1237345
"MultiLineString ((432997.00300000002607703 557482.49399999994784594, 432998.47000000003026798 557482.24100000003818423, 433023.2370000000228174 557461.8349999999627471, 433023.55800000001909211 557460.38399999996181577))",,,NZ33570401,NZ32579401,GRV,375,,PVC,1965,1200,6,Z,F,,STE-S029086
"MultiLineString ((433022.04399999999441206 557484.92099999997299165, 432973.01099999999860302 557396.9409999999916181))",,2600,NZ3257HD14,NZ3357HD04,GRV,375,,Z,,,,Z,S,,STE-S029129
"MultiLineString ((432994.16700000001583248 557516.37100000004284084, 432994.90899999998509884 557515.07200000004377216, 432996.42099999997299165 557499.99800000002142042, 432997.93599999998696148 557483.65700000000651926, 432997.00300000002607703 557482.49399999994784594))",6150,6280,NZ32579401,NZ32579503,GRV,375,,PVC,1985,1200,6.2,Z,F,,STE-S010463
"MultiLineString ((432997.00300000002607703 557482.49399999994784594, 432997.68599999998696148 557481.16700000001583248, 433022.3090000000083819 557461.15399999998044223, 433023.55800000001909211 557460.38399999996181577))",,,NZ33570401,NZ32579401,GRV,1125,,CO,1965,1200,4.1,Z,S,,STE-S029088
"MultiLineString ((433070.01000000000931323 557571.98400000005494803, 433030.18699999997625127 557499.98600000003352761, 433022.04599999997299165 557484.91899999999441206))",1900,2310,NZ3357HD04,NZ3357HD07,GRV,375,,Z,,,,Z,S,,STE-S010547
"MultiLineString ((432994.16700000001583248 557516.37100000004284084, 432993.44900000002235174 557515.06299999996554106, 432994.82699999999022111 557499.99800000002142042, 432995.09399999998277053 557497.07600000000093132, 432996.34000000002561137 557483.83400000003166497, 432997.00300000002607703 557482.49399999994784594))",,,NZ32579401,NZ32579503,GRV,1125,,CO,1965,1200,4.1,Z,S,,STE-S011621
"MultiLineString ((432961.5 557555.5, 432993.18199999997159466 557517.48999999999068677, 432994.16700000001583248 557516.37100000004284084))",,2790,NZ32579503,NZ32579504,GRV,375,,PVC,1975,450,4.6,Z,F,,STE-S010461
"MultiLineString ((432956 557541.5, 432957.24800000002142042 557540.68200000002980232, 432992.91999999998370185 557517.18599999998696148, 432994.16700000001583248 557516.37100000004284084))",6180,6740,NZ32579503,NZ32579502,GRV,1125,,CO,1965,1200,6.5,Z,S,,STE-S027935
"MultiLineString ((432930.20500000001629815 557573.89199999999254942, 432931.43800000002374873 557573.05200000002514571, 432960.27000000001862645 557556.337000000057742, 432961.5 557555.5))",2770,,NZ32579504,NZ32579501,GRV,375,,PVC,1965,1200,2.8,Z,F,,STE-S010462
"MultiLineString ((432930.20500000001629815 557573.89199999999254942, 432931.12800000002607703 557572.72600000002421439, 432955.07600000000093132 557542.66700000001583248, 432956 557541.5))",6720,6100,NZ32579502,NZ32579501,GRV,1125,,CO,1965,1200,6.4,Z,S,,STE-S027934
"MultiLineString ((433121.518999999971129 557658.46600000001490116, 433070.01000000000931323 557571.98400000005494803))",2300,2550,NZ3357HD07,NZ3357HD02,GRV,300,,Z,,,,Z,S,,STE-S028027
"MultiLineString ((433054.018999999971129 557588.96999999997206032, 433070.01000000000931323 557571.98400000005494803))",2280,2600,NZ3357HD07,NZ3357HD01,GRV,225,,Z,,,,Z,S,,STE-S010555
"MultiLineString ((433216 557766, 433167.5 557717.49899999995250255))",1600,1200,NZ3357HD08,NZ3357HD03,GRV,225,,Z,,,,Z,S,,STE-S010556
"MultiLineString ((433167.5 557717.49899999995250255, 433121.518999999971129 557658.46600000001490116))",2540,1600,NZ3357HD02,NZ3357HD08,GRV,225,,Z,,,,Z,S,,STE-S028028
"MultiLineString ((432939.08299999998416752 557311.86800000001676381, 432938.84799999999813735 557310.40099999995436519, 432938.8279999999795109 557310.27000000001862645, 433039.27799999999115244 557125.85400000005029142, 433040.5 557125))",,,NZ33570101,NZ32579302,GRV,375,,VC,1965,375,2.7,Z,S,,STE-S011677
"MultiLineString ((434985.64699999999720603 558015.71999999997206032, 434985.43599999998696148 558006.21400000003632158))",,,NZ3458AT10,NZ3458P035,GRV,,,Z,,,,Z,C,,STE-S1416715
"MultiLineString ((433059.34299999999348074 557246.76000000000931323, 433066.16300000000046566 557208.96499999996740371))",,,NZ33570201,NZ33570204,GRV,225,,,,,,2000-2009,F,,STE-S1237349
"MultiLineString ((433061.83799999998882413 557210.94499999994877726, 433078.80800000001909211 557177.81499999994412065))",,,NZ33570103,NZ33570202,GRV,750,,CO,,,,2000-2009,S,,STE-S1237366
"MultiLineString ((432939.08299999998416752 557311.86800000001676381, 432940.23399999999674037 557310.95600000000558794, 432940.30200000002514571 557310.90399999998044223, 432990.30400000000372529 557220.51000000000931323, 432991.02199999999720603 557219.19599999999627471))",6230,,NZ32579202,NZ32579302,GRV,375,,Z,1965,375,6.4,Z,F,,STE-S029140
"MultiLineString ((433056.67300000000977889 557241.0849999999627471, 433061.83799999998882413 557210.94499999994877726))",,,NZ33570202,NZ33570203,GRV,750,,CO,,,,2000-2009,S,,STE-S1237365
"MultiLineString ((433060.67300000000977889 557276.90000000002328306, 433059.34299999999348074 557246.76000000000931323))",,,NZ33570204,NZ33570206,GRV,150,,,,,,2000-2009,F,,STE-S1237348
"MultiLineString ((433057.00799999997252598 557271.55500000005122274, 433056.67300000000977889 557241.0849999999627471))",,,NZ33570203,NZ33570205,GRV,675,,CO,,,,2000-2009,S,,STE-S1237364
"MultiLineString ((433060.00799999997252598 557298.04500000004190952, 433060.67300000000977889 557276.90000000002328306))",,,NZ33570206,NZ33570207,GRV,150,,,,,,2000-2009,F,,STE-S1237347
"MultiLineString ((433051.5129999999771826 557327.67000000004190952, 433057.00799999997252598 557271.55500000005122274))",,,NZ33570205,NZ33570301,GRV,675,,CO,,,,2000-2009,S,,STE-S1237363
"MultiLineString ((432984.02500000002328306 557387.82900000002700835, 432983.2629999999771826 557386.5470000000204891, 432940.26400000002468005 557312.787999999942258, 432939.08299999998416752 557311.86800000001676381))",,5050,NZ32579302,NZ32579301,GRV,375,,Z,1965,375,5.8,Z,F,,STE-S029141
"MultiLineString ((433054.84799999999813735 557333.84499999997206032, 433060.00799999997252598 557298.04500000004190952))",,,NZ33570207,NZ33570302,GRV,150,,,,,,2000-2009,F,,STE-S1237346
"MultiLineString ((432915.80099999997764826 557330.20600000000558794, 432939.08299999998416752 557311.86800000001676381))",,,NZ32579302,NZ32579303,GRV,300,,Z,,,,2010-2019,S,,STE-S1379184
"MultiLineString ((433023.55800000001909211 557460.38399999996181577, 433022.29800000000977889 557459.5849999999627471, 432938.91200000001117587 557313.32999999995809048, 432939.08299999998416752 557311.86800000001676381))",6420,5800,NZ32579302,NZ33570401,GRV,1125,,CO,1965,1200,5.8,Z,S,,STE-S011665
"MultiLineString ((433038.19799999997485429 557357.30000000004656613, 433051.5129999999771826 557327.67000000004190952))",,,NZ33570301,NZ33570303,GRV,525,,CO,,,,2000-2009,S,,STE-S1237362
"MultiLineString ((432973.01099999999860302 557396.9409999999916181, 432925.51799999998183921 557312.96499999996740371))",3300,2350,NZ3257HD15,NZ3257HD14,GRV,375,,Z,,,,Z,S,,STE-S011679
"MultiLineString ((434904.05599999998230487 557991.74899999995250255, 434909.12199999997392297 558015.31499999994412065))",,,NZ34589007,NZ34579909,GRV,150,,PVC,1985,150,2.5,Z,F,,STE-S027956
"MultiLineString ((434909.12199999997392297 558015.31499999994412065, 434895.25099999998928979 558021.87300000002142042))",,,NZ34588014,NZ34589007,GRV,150,,PVC,1995,150,2.7,Z,F,,STE-S010572
"MultiLineString ((434934.62199999997392297 558034.37899999995715916, 434909.12199999997392297 558015.31499999994412065))",,,NZ34589007,NZ34589005,GRV,150,,PVC,1995,150,2.4,Z,F,,STE-S028053
"MultiLineString ((434906.54499999998370185 557992.36999999999534339, 434911.87800000002607703 558015.37100000004284084))",,,NZ34589058,NZ34579908,GRV,300,,PVC,1985,300,2.1,Z,S,,STE-S010483
"MultiLineString ((434923.58500000002095476 558024.57299999997485429, 434911.87800000002607703 558015.37100000004284084))",,,NZ34589058,NZ34589004,GRV,225,,PVC,1985,225,2.4,Z,S,,STE-S010580
"MultiLineString ((434909.66300000000046566 558030.07099999999627471, 434915.20500000001629815 558032.17299999995157123))",,,NZ34589032,NZ3458P031,GRV,,,Z,,,,Z,S,,STE-S1415727
"MultiLineString ((434942.90100000001257285 558034.268999999971129, 434923.58500000002095476 558024.57299999997485429))",,,NZ34589004,NZ34589003,GRV,,,Z,1985,225,1.6,Z,S,,STE-S028052
"MultiLineString ((434920.10800000000745058 558034.36800000001676381, 434923.58500000002095476 558024.57299999997485429))",,,NZ34589004,NZ34589030,GRV,,,Z,,,,Z,S,,STE-S1415726
"MultiLineString ((434978.04999999998835847 558027.981000000028871, 434974.45600000000558794 558038.29899999999906868))",,,NZ34589040,NZ34589045,GRV,,,Z,,,,Z,F,,STE-S1416878
"MultiLineString ((434974.45600000000558794 558038.29899999999906868, 434959.10200000001350418 558032.80099999997764826))",,,NZ34589044,NZ34589040,GRV,,,Z,,,,Z,F,,STE-S1416873
"MultiLineString ((434996.393999999971129 557995.02000000001862645, 434983.73800000001210719 557994.36800000001676381))",,,NZ34579975,NZ34579992,GRV,,,Z,,,,Z,F,,STE-S1416689
"MultiLineString ((434984.34299999999348074 558006.14899999997578561, 434983.73800000001210719 557994.36800000001676381))",,,NZ34579975,NZ34589038,GRV,,,Z,,,,Z,F,,STE-S1416679
"MultiLineString ((434984.87400000001071021 558016.48600000003352761, 434984.34299999999348074 558006.14899999997578561))",,,NZ34589038,NZ3458P033,GRV,,,Z,,,,Z,F,,STE-S1416678
